Hanji,TL
人口,jîn-kháu
人口,lîn-kháu
外資,guā-tsu
促銷,tshiok-siau
旅遊,lí-iû
旅遊,lú-iû
教練,kàu-liān
學者,ha̍k-tsiá
估計,kóo-kè
院長,īnn-tiúnn
意識,ì-sik
藥物,io̍h-bu̍t
投手,tâu-tshiú
接近,tsiap-kīn
接近,tsiap-kūn
採取,tshái-tshú
興建,hing-kiàn
以免,í-bián
扮演,pān-ián
良好,liông-hó
居民,ki-bîn
居民,ku-bîn
空氣,khong-khì
突破,tu̍t-phuà
售價,siū-kè
紀錄,kì-lio̍k
紀錄,kì-lo̍k
造型,tsō-hîng
報名,pò-miâ
營收,îng-siu
安裝,an-tsong
快樂,khuài-lo̍k
不只,put-tsí
休閒,hiu-hân
行業,hâng-gia̍p
創意,tshòng-ì
運作,ūn-tsok
樂團,ga̍k-thuân
屬於,sio̍k-î
外界,guā-kài
任務,jīm-bū
任務,līm-bū
年代,nî-tāi
業界,gia̍p-kài
黨團,tóng-thuân
技巧,ki-khá
型態,hîng-thài
紛紛,hun-hun
球迷,kiû-bê
想法,siūnn-huat
人體,jîn-thé
人體,lîn-thé
食用,si̍t-iōng
設置,siat-tì
連線,liân-suànn
評估,phîng-kóo
預測,ī-tshik
預測,ū-tshik
領導,líng-tō
調降,tiâu-kàng
大師,tāi-su
大概,tāi-khài
心態,sim-thài
手法,tshiú-huat
全面,tsuân-bīn
深入,tshim-ji̍p
深入,tshim-li̍p
理由,lí-iû
焦點,tsiau-tiám
螢幕,îng-bōo
年齡,nî-lîng
具備,kū-pī
保障,pó-tsiong
架構,kà-kòo
透露,thàu-lōo
魅力,bī-li̍k
之外,tsi-guā
只有,tsí-ū
依據,i-kì
依據,i-kù
參觀,tsham-kuan
這種,tsit tsióng
這種,tsit-tsióng
會員,huē-uân
競選,kīng-suán
西元,se-guân
爭議,tsing-gī
研發,gián-huat
浪漫,lōng-bān
海軍,hái-kun
配備,phuè-pī
配備,phè-pī
唱片,tshiòr-phìnn
唱片,tshiùnn-phìnn
推薦,thui-tsiàn
腸病毒,tn̂g-pēnn-to̍k
腸病毒,tn̂g-pīnn-to̍k
寫真集,siá-tsin-tsi̍p
體重,thé-tāng
升級,sing-kip
引發,ín-huat
以為,í-uî
出生,tshut-senn
出生,tshut-sinn
社區,siā-khu
特質,ti̍k-tsit
達成,ta̍t-sîng
包含,pau-hâm
車款,tshia-khuán
供應,kiong-ìng
爭取,tsing-tshú
族群,tso̍k-kûn
通訊,thong-sìn
慢慢,bān-bān
潛力,tsiâm-li̍k
一向,it hiòng
一向,it-hiòng
召開,tiàu-khui
成熟,sîng-si̍k
行銷,hîng-siau
預定,ī-tīng
預定,ū-tīng
譬如,phì-jû
譬如,phì-lû
互動,hōo-tōng
心靈,sim-lîng
失去,sit-khì
性能,sìng-lîng
促進,tshiok-tsìn
指標,tsí-piau
英文,Ing-bûn
英文,ing-bûn
素描,sòo-biâu
素描,sòo-biô
措施,tshòo-si
異常,ī-siông
過敏,kuè-bín
過敏,kè-bín
預防,ī-hông
預防,ū-hông
領域,líng-hi̍k
主機板,tsú-ki-pán
外銷,guā-siau
交友,kau-iú
利潤,lī-jūn
利潤,lī-lūn
信託,sìn-thok
科系,kho-hē
海外,hái-guā
整合,tsíng-ha̍p
歹徒,pháinn-tôo
早期,tsá-kî
行程,hîng-tîng
究竟,kiù-kìng
金錢,kim-tsînn
密切,bi̍t-tshiat
描述,biâu-su̍t
概念,kài-liām
話題,uē-tuê
話題,uē-tê
衝擊,tshiong-kik
加速,ka-sok
好好,hó-hó
彷彿,hóng-hut
東南亞,Tang-lâm-A
東南亞,Tang-lâm-a
記錄,kì-lo̍k
象徵,siōng-ting
進一步,tsìn tsi̍t pōo
進一步,tsìn-tsi̍t-pōo
熱門,jia̍t-mn̂g
熱門,lia̍t-mn̂g
機率,ki-lu̍t
親自,tshin-tsū
錄音帶,lo̍k-im-tuà
環保,huân-pó
環保,khuân-pó
吸收,khip-siu
身上,sin--siōng
取代,tshú-tāi
初期,tshoo-kî
音響,im-hiáng
音響,im-hióng
偵辦,tsing-pān
帶動,tài-tōng
畢業,pit-gia̍p
組成,tsoo-sîng
飲食,ím-si̍t
當代,tong-tāi
裝置,tsong-tì
管道,kuán-tō
分享,hun-hióng
反映,huán-ìng
成果,sîng-kó
身份,sin-hūn
空軍,khong-kun
指定,tsí-tīng
展出,tián-tshut
規格,kui-keh
畫家,uē-ka
奧運,Ò-ūn
網友,bāng-iú
領先,líng-sian
層次,tsân-tshù
播出,pòo tshut
播出,pòo-tshut
大型,tuā-hîng
台商,Tâi-siong
臺商,Tâi-siong
迅速,sìn-sok
版本,pán-pún
美好,bí-hó
核心,hi̍k-sim
特效,ti̍k-hāu
連結,liân-kiat
質疑,tsit-gî
上升,siōng-sing
上師,siōng-su
介入,kài-ji̍p
介入,kài-li̍p
元件,guân-kiānn
付出,hù-tshut
行政,hîng-tsìng
來源,lâi-guân
時刻,sî-khik
探討,thàm-thó
互相,hōo-siong
反彈,huán-tuânn
方案,hong-àn
生態,sing-thài
生態,sing-thāi
全力,tsuân-li̍k
完美,uân-bí
抗生素,khòng-sing-sòo
定位,tīng-uī
為何,uī-hô
家屬,ka-sio̍k
病患,pēnn-huān
病患,pīnn-huān
景觀,kíng-kuan
森林,sim-lîm
結婚,kiat-hun
障礙,tsiòng-gāi
議題,gī-tuê
議題,gī-tê
不良,put-liông
比率,pí-lu̍t
出任,tshut-jīm
出任,tshut-līm
平衡,pîng-hîng
平衡,pînn-hîng
因應,in-ìng
防止,hông-tsí
忽略,hut-lio̍k
國民,kok-bîn
實質,si̍t-tsit
認知,jīn-ti
認知,līn-ti
績效,tsik-hāu
類型,luī-hîng
化妝,huà-tsong
水彩,tsuí-tshái
出去,tshut-khì
出發,tshut-huat
車輛,tshia-lióng
依照,i-tsiàu
取得,tshú-tit
要道,iàu-tō
家族,ka-tso̍k
特性,ti̍k-sìng
排名,pâi-miâ
現今,hiān-kim
幅度,hok-tōo
晶片,tsing-phìnn
幹部,kàn-pōo
落實,lo̍k-si̍t
澈底,thiat-tué
澈底,thiat-té
歌劇,kua-kio̍k
歌劇,kua-ki̍k
數據,sòo-kì
數據,sòo-kù
確保,khak-pó
器材,khì-tsâi
機種,ki-tsióng
競爭力,kìng-tsing-li̍k
競爭力,kīng-tsing-li̍k
人選,jîn-suán
人選,lîn-suán
下降,hā-kàng
主委,tsú-uí
金屬,kim-sio̍k
盈餘,îng-û
看出,khuànn-tshut
原先,guân-sian
高層,ko-tsân
國王,kok-ông
理念,lí-liām
畢竟,pit-kìng
細胞,suè-pau
細胞,sè-pau
就業,tsiū-gia̍p
超越,tshiau-ua̍t
證實,tsìng-si̍t
關於,kuan-î
人力,jîn-li̍k
人力,lîn-li̍k
上下,siōng-hā
上班,siōng-pan
大樓,tuā-lâu
中文,Tiong-bûn
中文,tiong-bûn
平交道,pîng-kau-tō
企圖,khì-tôo
明確,bîng-khak
重複,tiông-ho̍k
球團,kiû-thuân
部門,pōo-mn̂g
硬體,ngē-thé
硬體,ngī-thé
當中,tang-tiong
標示,piau-sī
熱烈,jia̍t-lia̍t
熱烈,lia̍t-lia̍t
縣府,kuān-hú
錄取,lo̍k-tshú
寵物,thióng-bu̍t
不利,put-lī
不幸,put-hīng
他人,thann-jîn
他人,thann-lîn
共識,kiōng-sik
決議,kuat-gī
性別,sìng-pia̍t
服飾,ho̍k-sik
物質,bu̍t-tsit
客語,Kheh-gí
客語,Kheh-gú
客語,kheh-gí
持有,tshî-iú
軍方,kun-hong
展示,tián-sī
案例,àn-lē
記憶體,kì-ik-thé
密碼,bi̍t-bé
專案,tsuan-àn
教科文,kàu-kho-bûn
現任,hiān-jīm
現任,hiān-līm
眾多,tsiòng-to
提昇,thê-sing
經建會,king-kiàn-huē
層面,tsân-bīn
主導,tsú-tō
平時,pîng-sî
回應,huê-ìng
回應,hê-ìng
好處,hó-tshù
血液,hueh-i̍k
血液,huih-i̍k
抗爭,khòng-tsing
事物,sū-bu̍t
協商,hia̍p-siong
定義,tīng-gī
訂單,tīng-tuann
衰退,sue-thè
排除,pâi-tû
惡化,ok-huà
路線,lōo-suànn
對話,tuì-uē
演唱,ián-tshiùnn
醫療,i-liâu
體系,thé-hē
中部,tiong-pōo
外匯,guā-huē
困擾,khùn-jiáu
困擾,khùn-liáu
材質,tsâi-tsit
服用,ho̍k-iōng
炒作,tshá-tsok
皇后,hông-hiō
美食,bí-si̍t
背後,puē-āu
英語,Ing-gí
英語,Ing-gú
英語,ing-gí
英語,ing-gú
原住民,guân-tsū-bîn
高音,ko-im
國會,kok-huē
專用,tsuan-iōng
強化,kiông-huà
期望,kî-bōng
減肥,kiám-puî
傳說,thuân-suat
跳票,thiàu-phiò
構想,kòo-sióng
廣泛,kóng-huàn
模組,bôo-tsoo
閱讀,ua̍t-tho̍k
轉換,tsuán-uānn
競賽,kīng-sài
大會,tāi-huē
女子,lí-tsú
女子,lú-tsú
公佈,kong-pòo
水質,tsuí-tsit
外表,guā-piáu
回饋,huê-kuī
回饋,hê-kuī
如同,jû-tông
如同,lû-tông
決策,kuat-tshik
車主,tshia-tsú
物品,bu̍t-phín
保養,pó-ióng
指令,tsí-līng
首長,siú-tiúnn
效益,hāu-ik
效應,hāu-ìng
特定,ti̍k-tīng
追蹤,tui-tsong
眷村,kuàn-tshun
細節,suè-tsiat
細節,sè-tsiat
報酬,pò-siû
視覺,sī-kak
飲料,ím-liāu
維護,uî-hōo
樂器,ga̍k-khì
頻頻,pîn-pîn
講義,káng-gī
贈與,tsīng-ú
邊緣,pian-iân
大盤,tuā-puânn
主流,tsú-liû
冷戰,líng-tsiàn
紀念,kì-liām
娛樂,gôo-lo̍k
差別,tsha-pia̍t
差距,tsha-kī
差距,tsha-kū
動力,tōng-li̍k
從此,tsiông-tshú
產能,sán-lîng
場地,tiûnn-tuē
場地,tiûnn-tē
訴求,sòo-kiû
節奏,tsiat-tsàu
經銷,king-siau
農會,lông-huē
輕易,khin-ī
儀式,gî-sik
確認,khak-jīn
確認,khak-līn
歡樂,huan-lo̍k
公頃,kong-khíng
以上,í-siōng
在野黨,tsāi-iá tóng
在野黨,tsāi-iá-tóng
成份,sîng-hūn
成交,sîng-kau
車型,tshia-hîng
券商,kuàn-siong
受傷,siū-siong
法人,huat-jîn
法人,huat-lîn
前衛,tsiân-uē
約診,iok-tsín
美金,Bí-kim
家具,ka-kū
氣候,khì-hāu
貨幣,huè-pè
貨幣,hè-pè
單曲,tuann-khik
傳達,thuân-ta̍t
管制,kuán-tsè
精英,tsing-ing
網球,bāng-kiû
播放,pòo-hòng
賣場,buē-tiûnn
賣場,bē-tiûnn
選購,suán-kòo
癌症,gâm-tsìng
鎖定,só-tīng
觀點,kuan-tiám
一再,it-tsài
分紅,pun-âng
比重,pí-tāng
牛肉,gû-bah
主機,tsú-ki
出貨,tshut-huè
出貨,tshut-hè
必需,pit-su
名稱,bîng-tshing
名稱,miâ-tshing
行庫,hâng-khòo
助益,tsōo-ik
其次,kî-tshù
典型,tián-hîng
延伸,iân-sin
飛行,hui-hîng
個別,kò-pia̍t
校園,hāu-hn̂g
素材,sòo-tsâi
婚姻,hun-in
專輯,tsuan-tsi̍p
規範,kui-huān
部隊,pōo-tuī
朝野,tiâu-iá
進度,tsìn-tōo
開店,khui-tiàm
溫和,un-hô
溫度,un-tōo
滑鼠,ku̍t-tshí
滑鼠,ku̍t-tshú
營造,îng-tsō
聯盟,liân-bîng
變動,piàn-tōng
不得,put-tik
文宣,bûn-suan
主力,tsú-li̍k
代價,tāi-kè
出血,tshut-hueh
出血,tshut-huih
地面,tuē-bīn
地面,tē-bīn
安定,An-tīng
安定,an-tīng
行使,hîng-sú
否認,hónn-jīn
否認,hónn-līn
告知,kò-ti
私人,su-jîn
私人,su-lîn
延長,iân-tn̂g
承諾,sîng-lo̍k
近日,kīn-ji̍t
近日,kūn-li̍t
近期,kīn-kî
近期,kūn-kî
附設,hù-siat
南部,lâm-pōo
持股,tshî-kóo
施工,si-kang
突出,tu̍t-tshut
郊遊,kau-iû
重心,tiōng-sim
風景,hong kíng
風景,hong-kíng
修憲,siu-hiàn
原始,guân-sí
時數,sî-sòo
氣質,khì-tsit
能量,lîng-liōng
航線,hâng-suànn
動畫,tōng-uē
排氣,pâi-khì
敘述,sū-su̍t
產量,sán-liōng
通路,thong-lōo
連接,liân-tsiap
麻煩,mâ-huân
單一,tan-it
復甦,ho̍k-soo
等級,tíng-kip
園區,hn̂g-khu
違規,uî-kui
預料,ī-liāu
預料,ū-liāu
劃撥,ue̍h-puah
團員,thuân-uân
舞蹈,bú-tō
縣市,kuān-tshī
選戰,suán-tsiàn
優良,iu-liông
屬性,sio̍k-sìng
顯著,hián-tù
大自然,tāi-tsū-jiân
大自然,tāi-tsū-liân
刊登,khan-ting
外型,guā-hîng
生物,sing-bu̍t
生涯,sing-gâi
用來,iōng-lâi
安打,an-tánn
住宅,tsū-the̍h
改進,kái-tsìn
威力,ui-li̍k
庫存,khòo-tsûn
國產,kok-sán
強大,kiông-tāi
理性,lí-sìng
評審,phîng-sím
進駐,tsìn-tsù
農藥,lông-io̍h
預賽,ī-sài
預賽,ū-sài
團隊,thuân-tuī
認養,jīn-ióng
認養,līn-ióng
履歷表,lí-li̍k-pió
談話,tâm-uē
學員,ha̍k-uân
據點,kì-tiám
據點,kù-tiám
整個,tsíng-kò
總部,tsóng-pōo
櫃台,kuī-tâi
權益,khuân-ik
一片,it-phiàn
人間,jîn-kan
人間,lîn-kan
口味,kháu-bī
比如,pí-jû
比如,pí-lû
出國,tshut-kok
半導體,puànn-tō-thé
古老,kóo-ló
市面,tshī-bīn
回升,huê-sing
回升,hê-sing
存取,tsûn-tshú
折扣,tsiat-khàu
身邊,sin-pinn
車廠,tshia-tshiúnn
法案,huat-àn
青光眼,tshenn-kong-gán
青光眼,tshinn-kong-gán
建造,kiàn-tsō
指責,tsí-tsik
負面,hū-bīn
飛安,hui-an
員警,uân-kíng
核武,hi̍k-bú
氣勢,khì-sè
神壇,sîn-tuânn
祕密,pì-bi̍t
納入,la̍p-ji̍p
納入,la̍p-li̍p
強力,kiông-li̍k
票房,phiò-pâng
描繪,biâu-huē
港口,káng-kháu
登錄,ting-lo̍k
塑造,sok-tsō
當局,tong-kio̍k
試辦,tshì-pān
資深,tsu-tshim
圖像,tôo-siōng
遠離,uán-lī
增添,tsing-thiam
數位,sòo-uī
暴力,pō-li̍k
樂章,ga̍k-tsiong
熱情,jia̍t-tsîng
熱情,lia̍t-tsîng
熱量,jia̍t-liōng
熱量,lia̍t-liōng
優惠,iu-huī
擺脫,pái-thuat
爆發,po̍k-huat
魔法,môo-huat
一貫,it-kuàn
人數,jîn-sòo
人數,lîn-sòo
上場,tsiūnn-tiûnn
大批,tuā-phe
大批,tuā-phue
不孕,put-īn
不安,put-an
不宜,put-gî
介面,kài-bīn
支付,tsi-hù
王子,ông-tsú
主演,tsú-ián
以來,í-lâi
半年,puànn-nî
石頭,tsio̍h-thâu
回憶,huê-ik
回憶,hê-ik
多媒體,to-muî-thé
年級,nî-kip
兩性,lióng-sìng
周邊,tsiu-pinn
往來,óng-lâi
忽視,hut-sī
性愛,sìng-ài
拓展,thok-tián
拆除,thiah-tû
放大,hòng-tuā
注重,tsù-tiōng
肢體,ki-thé
股權,kóo-khuân
近年,kīn-nî
近年,kūn-nî
革命,kik-bīng
風味,hong-bī
風潮,hong-tiâu
展望,tián-bōng
時段,sî-tuānn
配樂,phuè-ga̍k
配樂,phè-ga̍k
商機,siong-ki
國軍,kok-kun
從來,tsiông-lâi
敏感,bín-kám
眼壓,gán-ap
被害人,pī-hāi-jîn
被害人,pī-hāi-lîn
部屬,pōo-sio̍k
陰影,im-iánn
創新,tshòng-sin
提早,thê-tsá
華人,Huâ-jîn
華人,Huâ-lîn
華文,Huâ-bûn
華文,huâ-bûn
傳輸,thuân-su
過濾,kuè-lī
過濾,kè-lī
圖形,tôo-hîng
精彩,tsing-tshái
認證,jīn-tsìng
認證,līn-tsìng
模擬,bôo-gí
賣出,buē-tshut
賣出,bē-tshut
適用,sik-iōng
戰機,tsiàn-ki
機師,ki-su
觀賞,kuan-sióng
一時,tsi̍t-sî
下面,ē-bīn
下載,hā-tsài
不解,put-kái
公克,kong-khik
公噸,kong-tùn
收益,siu-ik
自從,tsū-tsiông
位元,uī-guân
局部,kio̍k-pōo
更加,kìng-ka
更新,king-sin
法院,huat-īnn
宣導,suan-tō
珍貴,tin-kuì
風貌,hong-māu
涉嫌,sia̍p-hiâm
特徵,ti̍k-ting
高峰,ko-hong
動態,tōng-thài
情歌,tsîng-kua
登陸,ting-lio̍k
發佈,huat-pòo
集體,tsi̍p-thé
傳送,thuân-sàng
經由,king-iû
裝備,tsong-pī
電機,tiān-ki
零件,lîng-kiānn
構成,kòo-sîng
說服,suè-ho̍k
廣播,kóng-pòo
誕生,tàn-sing
選民,suán-bîn
幫派,pang-phài
檢方,kiám-hong
轉移,tsuán-î
額度,gia̍h-tōo
聽說,thiann-seh
聽說,thiann-sueh
變數,piàn-sòo
體制,thé-tsè
分手,hun-tshiú
分泌,hun-pì
代號,tāi-hō
功力,kong-li̍k
民調,bîn-tiāu
甲板,kah-pán
地球,tuē-kiû
地球,tē-kiû
有意,iú-ì
有線,iú-suànn
困境,khùn-kíng
快門,khuài-mn̂g
攻勢,kong-sè
和諧,hô-hâi
固然,kòo-jiân
固然,kòo-liân
底部,tué-pōo
底部,té-pōo
延續,iân-sio̍k
法則,huat-tsik
便利,piān-lī
保齡球,pó-lîng-kiû
星座,sing-tsō
相容,sio-iông
看來,khuànn--lâi
面試,biān-tshì
音效,im-hāu
風情,hong-tsîng
核准,hi̍k-tsún
淘汰,tô-thài
淨化,tsīng-huà
被告,pī-kò
連任,liân-jīm
連任,liân-līm
減輕,kiám-khin
無力,bô la̍t
無力,bô-la̍t
評分,phîng-hun
進出,tsìn-tshut
傳遞,thuân-tē
歲月,suè-gua̍t
實用,si̍t-iōng
監視,kàm-sī
算是,sǹg-sī
緊急,kín-kip
廣大,kóng-tāi
獎項,tsióng-hāng
論壇,lūn-tuânn
適應,sik-ìng
戰力,tsiàn-li̍k
優異,iu-ī
薪資,sin-tsu
人身,jîn-sin
人身,lîn-sin
人潮,jîn-tiâu
人潮,lîn-tiâu
大選,tāi-suán
女士,lí-sū
女士,lú-sū
子女,tsú-lí
子女,tsú-lú
今後,kim-āu
公賣局,Kong-buē-kio̍k
公賣局,Kong-bē-kio̍k
方針,hong-tsiam
水墨,tsuí-ba̍k
外在,guā-tsāi
市區,tshī-khu
平面,pênn-bīn
平面,pînn-bīn
本質,pún-tsit
民選,bîn-suán
合成,ha̍p-sîng
作風,tsok-hong
形態,hîng-thài
役男,i̍k-lâm
改編,kái-pian
車商,tshia-siong
車體,tshia-thé
事項,sū-hāng
念頭,liām-thâu
放牧,pàng-bo̍k
制憲,tsè-hiàn
芭蕾,pa-lê
研判,gián-phuànn
夏日,hā-ji̍t
夏日,hā-li̍t
桌球,toh-kiû
留意,liû-ì
財經,tsâi-king
配置,phuè-tì
配置,phè-tì
除了,tû-liáu
停留,thîng-liû
區分,khu-hun
國小,kok-sió
基層,ki-tsân
強勢,kiông-sè
授權,siū-khuân
移送,î-sàng
景象,kíng-siōng
殘障,tsân-tsiòng
發言,huat-giân
發票,huat-phiò
象牙,tshiūnn gê
象牙,tshiūnn-gê
開拓,khai-thok
匯市,huē-tshī
嫌犯,hiâm-huān
照明,tsiò-bîng
碎片,tshuì-phìnn
經貿,king-bōo
農委會,lông-uí-huē
漢聲,hàn-sing
劇情,kio̍k-tsîng
模型,bôo-hîng
線條,suànn-tiâu
機車,ki-tshia
親屬,tshin-sio̍k
優雅,iu-ngá
縮小,sok-sió
臨床,lîm-tshn̂g
雙人,siang-lâng
關懷,kuan-huâi
體質,thé-tsit
觀測,kuan-tshik
一日,tsi̍t-gi̍t
一日,tsi̍t-ji̍t
一日,tsi̍t-li̍t
人性,jîn-sìng
人性,lîn-sìng
入股,ji̍p-kóo
入股,li̍p-kóo
不便,put-piān
切換,tshiat-uānn
心得,sim-tik
水平,tsuí-pîng
代工,tāi-kang
出面,tshut-bīn
出院,tshut-īnn
用地,iōng-tuē
用地,iōng-tē
立院,li̍p-īnn
任意,jīm-ì
任意,līm-ì
冰山,ping-suann
有機,iú-ki
老太太,lāu-thài-thài
行列,hâng-lia̍t
行星,hîng-sing
行星,hîng-tshenn
行星,hîng-tshinn
占用,tsiàm-iōng
佈滿,pòo-muá
改造,kái-tsō
男士,lâm-sū
供給,kiong-kip
弦樂,hiân-ga̍k
波動,pho-tōng
法規,huat-kui
社團,siā-thuân
股利,kóo-lī
長久,tn̂g-kú
促使,tshiok-sú
宣稱,suan-tshing
拜會,pài-huē
流失,liû-sit
流星,liû-tshenn
流星,liû-tshinn
流通,liû-thong
活力,ua̍h-li̍k
看待,khuànn-thāi
秋冬,tshiu-tang
美化,bí-huà
美妙,bí-miāu
家電,ka-tiān
師生,su-sing
時差,sî-tsha
書評,su-phîng
浴場,i̍k-tiûnn
秩序,tia̍t-sū
脆弱,tshuì-jio̍k
記載,kì-tsài
酒精,tsiú-tsing
高雅,ko-ngá
動人,tōng-jîn
動人,tōng-lîn
婦產科,hū-sán-kho
專機,tsuan-ki
教室,kàu-sik
教導,kàu-tō
敗血症,pāi-hueh-tsìng
敗血症,pāi-huih-tsìng
涵蓋,hâm-kài
現況,hiān-hóng
異物,ī-bu̍t
統治,thóng-tī
船長,tsûn-tiúnn
貨櫃,huè-kuī
貨櫃,hè-kuī
釣魚,tiò-hî
釣魚,tiò-hû
就職,tsiū-tsit
棉花,mî-hue
稅賦,suè-hù
稅賦,sè-hù
視野,sī-iá
路面,lōo-bīn
漁船,hî-tsûn
漁船,hû-tsûn
漁網,hî-bāng
漁網,hû-bāng
維修,uî-siu
增進,tsing-tsìn
憤怒,hùn-nōo
激勵,kik-lē
聯想,liân-sióng
擴張,khok-tiong
藝文,gē-bûn
贈品,tsīng-phín
難忘,lân-bōng
類別,luī-pia̍t
顯現,hián-hiān
人際,jîn-tsè
人際,lîn-tsè
下班,hā-pan
干擾,kan-jiáu
干擾,kan-liáu
不該,put-kai
不變,put-piàn
分局,hun-kio̍k
分離,hun-lī
戶外,hōo-guā
主因,tsú-in
刊物,khan-bu̍t
用戶,iōng-hōo
石板,tsio̍h-pán
示威,sī-ui
光線,kng-suànn
先發,sian-huat
回收,huê-siu
回收,hê-siu
回顧,huê-kòo
回顧,hê-kòo
地檢署,Tuē-kiám-sú
地檢署,Tē-kiám-sú
好笑,hó-tshiò
曲線,khik-suànn
曲線,khiok-suànn
西部,se-pōo
忍受,jím-siū
忍受,lím-siū
改組,kái-tsoo
車身,tshia-sin
典雅,tián-ngá
知名度,ti-miâ-tōo
勇士,ióng-sū
宣示,suan-sī
宣告,suan-kò
美感,bí-kám
哲學,tiat-ha̍k
捐款,kuan-khuán
特區,ti̍k-khu
留學,liû-ha̍k
真愛,tsin-ài
神祕,sîn-pì
純粹,sûn-tshuì
院士,īnn-sū
假日,ká-ji̍t
假日,ká-li̍t
假設,ká-siat
國產車,kok-sán-tshia
堅強,kian-kiông
基因,ki-in
探索,thàm-soh
探測,thàm-tshik
採訪,tshái-hóng
啟明,khé-bîng
深深,tshim-tshim
球季,kiû-kuì
都會,too-huē
陳列,tîn-lia̍t
圍標,uî-pio
惡意,ok-ì
游泳,iû-íng
無形,bû-hîng
無線,bô-suànn
發育,huat-io̍k
童年,tông-liân
華裔,huâ-è
郵購,iû-kòo
間諜,kàn-tia̍p
傾向,khing-hiòng
業餘,gia̍p-û
概況,kài-hóng
路段,lōo-tuānn
運行,ūn-hîng
電器,tiān-khì
零售,lîng-siū
鼓舞,kóo-bú
對比,tuì-pí
質感,tsit-kám
壁畫,piah-uē
機能,ki-lîng
融合,iông-ha̍p
頭獎,thâu-tsióng
檢索,kiám-sik
繁榮,huân-îng
擴充,khok-tshiong
釋放,sik-hòng
靈活,lîng-ua̍h
下旬,hā-sûn
士氣,sū-khì
天線,thian-suànn
引用,ín-iōng
心中,sim-tiong
加盟,ka-bîng
古代,kóo-tāi
外商,guā-siong
外勞,guā-lô
平日,pîng-ji̍t
平日,pîng-li̍t
用品,iōng-phín
示範,sī-huān
交叉,kau-tshe
地產,tuē-sán
地產,tē-sán
守備,siú-pī
寺院,sī-īnn
收容,siu-iông
收錄,siu-lo̍k
有利,iú-lī
自身,tsū-sin
局長,kio̍k-tiúnn
扭曲,niú-khiok
改建,kái-kiàn
車禍,tshia-hō
版畫,pán-uē
金牌,kim-pâi
屍體,si-thé
後果,hiō-kó
後者,hiō-tsiá
流程,liû-tîng
衍生,ián-sing
訂做,tīng-tsuè
訂做,tīng-tsò
重量,tāng-liōng
病房,pēnn-pâng
病房,pīnn-pâng
神父,sîn-hū
虔誠,khiân-sîng
高溫,ko-un
問卷,būn-kuàn
專櫃,tsuan-kuī
得票率,tik-phiò-lu̍t
情結,tsîng-kat
清查,tshing-tsa
清理,tshing-lí
現成,hiān-sîng
造勢,tsō-sè
頂尖,tíng-tsiam
創下,tshòng-hā
勞基法,lô-ki-huat
敦煌,Tun-hông
普及,phóo-ki̍p
棉被,mî-phuē
無數,bû-sòo
結盟,kiat-bîng
隊友,tuī-iú
傳播,thuân-pòo
匯率,huē-lu̍t
會長,huē-tiúnn
會期,huē-kî
精華,tsing-huâ
製品,tsè-phín
輕快,khin-khuài
影視,iánn-sī
課題,khò-tuê
課題,khò-tê
調度,tiàu-tōo
震盪,tsìn-tōng
學院,ha̍k-īnn
戰績,tsiàn-tsik
融資,iông-tsu
諮商,tsu-siong
諮詢,tsu-sûn
頻率,pîn-lu̍t
頻繁,pîn-huân
療程,liâu-tîng
總理,tsóng-lí
舉例,kí-lē
舉例,kú-lē
購併,kòo-pìng
簡稱,kán-tshing
攀岩,phan-giâm
藝人,gē-jîn
藝人,gē-lîn
藥師,io̍h-su
關切,kuan-tshiat
聽眾,thiann-tsiòng
入主,ji̍p-tsú
入主,li̍p-tsú
刀具,to-kū
公告,kong-kò
幻想,huàn-sióng
手中,tshiú-tiong
手冊,tshiú-tsheh
日劇,Ji̍t-kio̍k
日劇,Li̍t-kio̍k
出爐,tshut-lôo
平台,pênn-tâi
平台,pînn-tâi
打壓,tánn-ap
生動,sing-tōng
石化,tsio̍h-huà
光碟,kong-tia̍p
列印,lia̍t-ìn
同仁,tông-jîn
同仁,tông-lîn
名詞,bîng-sû
名詞,miâ-sû
地板,tuē-pán
地板,tē-pán
字樣,jī-iūnn
字樣,lī-iūnn
宇宙,ú-tiū
成效,sîng-hāu
有心,ū-sim
自治,tsū-tī
含量,hâm-liōng
完善,uân-siān
技能,ki-lîng
投注,tâu-tsù
身心,sin-sim
來電,lâi-tiān
底價,tué-kè
底價,té-kè
承辦,sîng-pān
服役,ho̍k-i̍k
物種,bu̍t-tsióng
花粉,hue-hún
保育,pó-io̍k
派系,phài-hē
疫情,i̍k-tsîng
美軍,Bí-kun
降價,kàng-kè
音色,im-sik
校方,hāu-hong
海龜,hái-ku
特價,ti̍k-kè
神奇,sîn-kî
祝壽,tsiok-siū
追查,tui-tsa
陣容,tīn-iông
殺人,sat-jîn
殺人,sat-lîn
清新,tshing-sin
貪汙,tham-u
貪汙,tham-ú
透明,thàu-bîng
博覽會,phok-lám-huē
報價,pò-kè
幾何,kí-hô
智力,tì-li̍k
焚化爐,hûn-huà-lôo
無尾熊,bô-bué-hîm
無尾熊,bô-bé-hîm
發光,huat-kng
稅制,suè-tsè
稅制,sè-tsè
進攻,tsìn-kong
暗房,àm-pâng
當前,tong-tsiân
農林,lông-lîm
圖案,tôo-àn
監控,kàm-khòng
精品,tsing-phín
豪華,hô-huâ
